2025-07-23 11:48:02.310 [INFO    ] Variable 'TS_F_MDS_3_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_output/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_YY_2005-2006_beta-7.csv [oneflux.pipeline.common]
2025-07-23 11:48:02.333 [INFO    ] Variable 'GPP_DT_CUT_25' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_output/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_YY_2005-2006_beta-7.csv [oneflux.pipeline.common]
2025-07-23 11:48:02.333 [INFO    ] Variable 'GPP_DT_CUT_50' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_output/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_YY_2005-2006_beta-7.csv [oneflux.pipeline.common]
2025-07-23 11:48:02.333 [INFO    ] Variable 'GPP_DT_CUT_75' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_output/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_YY_2005-2006_beta-7.csv [oneflux.pipeline.common]
2025-07-23 11:48:02.334 [INFO    ] Variable 'GPP_DT_CUT_84' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_output/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_YY_2005-2006_beta-7.csv [oneflux.pipeline.common]
2025-07-23 11:48:02.334 [INFO    ] Variable 'GPP_DT_CUT_95' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_output/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_YY_2005-2006_beta-7.csv [oneflux.pipeline.common]
2025-07-23 11:48:02.334 [INFO    ] Pipeline fluxnet2015 execution finished [oneflux.pipeline.wrappers]
2025-07-23 11:48:02.355 [INFO    ] US-ARc Pipeline run time 3:51:16.776769 (2025-07-23 07:56:45.558154 --- 2025-07-23 11:48:02.334923) [oneflux.pipeline.wrappers]
2025-07-23 11:48:02.360 [INFO    ] US-ARc Pipeline: execution finished [oneflux.pipeline.wrappers]
2025-07-23 11:48:02.360 [INFO    ] Finished processing site dir /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_output [oneflux.tools.pipeline]
2025-07-23 11:48:02.360 [INFO    ] Finished execution: all [__main__]
